order_id,product,category,price,quantity,order_date,country
1006,Chair,Furniture,58.48,2,2024-01-04,Italy
1010,Backpack,Accessories,41.82,1,2024-01-07,Italy
1006,Chair,Furniture,60.98,2,2024-01-04,Italy
1008,Notebook,Stationery,3.41,5,2024-01-06,France
1008,Notebook,Stationery,3.59,5,2024-01-06,France
1002,Mouse,Electronics,20.09,1,2024-01-02,France
1004,Monitor,Electronics,157.25,1,2024-01-03,Spain
1010,Backpack,Accessories,38.59,1,2024-01-07,Italy
1007,Headphones,Electronics,49.17,2,2024-01-05,Germany
1002,Mouse,Electronics,19.6,1,2024-01-02,France
1005,Desk,Furniture,92.67,1,2024-01-04,France
1005,Desk,Furniture,101.47,1,2024-01-04,France
1010,Backpack,Accessories,40.51,1,2024-01-07,Italy
1007,Headphones,Electronics,50.0,2,2024-01-05,Germany
1004,Monitor,Electronics,148.23,1,2024-01-03,Spain
1006,Chair,Furniture,55.74,2,2024-01-04,Italy
1008,Notebook,Stationery,3.43,3,2024-01-06,France
1010,Backpack,Accessories,39.3,1,2024-01-07,Italy
1006,Chair,Furniture,57.58,1,2024-01-04,Italy
1008,Notebook,Stationery,3.47,4,2024-01-06,France
1005,Desk,Furniture,102.01,2,2024-01-04,France
1009,Pencil,Stationery,1.08,11,2024-01-06,Spain
1003,Laptop,Electronics,805.97,1,2024-01-03,Germany
1006,Chair,Furniture,60.76,3,2024-01-04,Italy
1006,Chair,Furniture,59.77,1,2024-01-04,Italy
1004,Monitor,Electronics,135.6,2,2024-01-03,Spain
1010,Backpack,Accessories,39.94,1,2024-01-07,Italy
1006,Chair,Furniture,60.17,1,2024-01-04,Italy
1003,Laptop,Electronics,897.41,2,2024-01-03,Germany
1006,Chair,Furniture,59.41,2,2024-01-04,Italy
1005,Desk,Furniture,101.5,2,2024-01-04,France
1008,Notebook,Stationery,3.49,4,2024-01-06,France
1009,Pencil,Stationery,0.93,10,2024-01-06,Spain
1010,Backpack,Accessories,42.28,2,2024-01-07,Italy
1003,Laptop,Electronics,829.04,2,2024-01-03,Germany
1005,Desk,Furniture,103.94,1,2024-01-04,France
1003,Laptop,Electronics,762.67,1,2024-01-03,Germany
1010,Backpack,Accessories,42.79,1,2024-01-07,Italy
1001,Keyboard,Electronics,27.89,1,2024-01-02,France
1006,Chair,Furniture,61.75,2,2024-01-04,Italy
1008,Notebook,Stationery,3.88,3,2024-01-06,France
1002,Mouse,Electronics,19.0,1,2024-01-02,France
1001,Keyboard,Electronics,29.14,1,2024-01-02,France
1003,Laptop,Electronics,802.98,1,2024-01-03,Germany
1006,Chair,Furniture,58.48,2,2024-01-04,Italy
1005,Desk,Furniture,92.24,1,2024-01-04,France
1003,Laptop,Electronics,801.74,2,2024-01-03,Germany
1007,Headphones,Electronics,47.33,2,2024-01-05,Germany
1004,Monitor,Electronics,153.54,1,2024-01-03,Spain
1001,Keyboard,Electronics,28.61,1,2024-01-02,France
1003,Laptop,Electronics,860.92,1,2024-01-03,Germany
1010,Backpack,Accessories,38.42,1,2024-01-07,Italy
1006,Chair,Furniture,59.02,3,2024-01-04,Italy
1009,Pencil,Stationery,1.03,9,2024-01-06,Spain
1004,Monitor,Electronics,140.76,2,2024-01-03,Spain
1010,Backpack,Accessories,40.44,1,2024-01-07,Italy
1009,Pencil,Stationery,1.05,10,2024-01-06,Spain
1007,Headphones,Electronics,45.97,2,2024-01-05,Germany
1009,Pencil,Stationery,1.0,9,2024-01-06,Spain
1002,Mouse,Electronics,20.25,1,2024-01-02,France
1002,Mouse,Electronics,20.77,1,2024-01-02,France
1009,Pencil,Stationery,0.93,10,2024-01-06,Spain
1003,Laptop,Electronics,746.25,2,2024-01-03,Germany
1002,Mouse,Electronics,20.51,2,2024-01-02,France
1004,Monitor,Electronics,152.22,1,2024-01-03,Spain
1008,Notebook,Stationery,3.54,5,2024-01-06,France
1001,Keyboard,Electronics,30.51,1,2024-01-02,France
1003,Laptop,Electronics,771.83,1,2024-01-03,Germany
1007,Headphones,Electronics,50.57,1,2024-01-05,Germany
1003,Laptop,Electronics,810.71,2,2024-01-03,Germany
1003,Laptop,Electronics,770.46,1,2024-01-03,Germany
1002,Mouse,Electronics,21.85,1,2024-01-02,France
1004,Monitor,Electronics,153.54,2,2024-01-03,Spain
1002,Mouse,Electronics,18.8,2,2024-01-02,France
1001,Keyboard,Electronics,30.97,2,2024-01-02,France
1004,Monitor,Electronics,142.68,1,2024-01-03,Spain
1003,Laptop,Electronics,830.44,1,2024-01-03,Germany
1006,Chair,Furniture,63.47,3,2024-01-04,Italy
1006,Chair,Furniture,57.53,2,2024-01-04,Italy
1002,Mouse,Electronics,20.95,1,2024-01-02,France
1007,Headphones,Electronics,51.02,1,2024-01-05,Germany
1005,Desk,Furniture,104.1,1,2024-01-04,France
1007,Headphones,Electronics,54.73,2,2024-01-05,Germany
1006,Chair,Furniture,59.25,2,2024-01-04,Italy
1006,Chair,Furniture,57.73,3,2024-01-04,Italy
1008,Notebook,Stationery,3.34,4,2024-01-06,France
1001,Keyboard,Electronics,28.77,1,2024-01-02,France
1001,Keyboard,Electronics,29.87,1,2024-01-02,France
1005,Desk,Furniture,101.7,2,2024-01-04,France
1009,Pencil,Stationery,1.0,11,2024-01-06,Spain
1005,Desk,Furniture,104.13,1,2024-01-04,France
1008,Notebook,Stationery,3.5,4,2024-01-06,France
1009,Pencil,Stationery,1.06,9,2024-01-06,Spain
1003,Laptop,Electronics,788.43,1,2024-01-03,Germany
1009,Pencil,Stationery,1.12,9,2024-01-06,Spain
1009,Pencil,Stationery,1.02,11,2024-01-06,Spain
1009,Pencil,Stationery,0.95,10,2024-01-06,Spain
1001,Keyboard,Electronics,28.38,3,2024-01-02,France
1001,Keyboard,Electronics,30.71,2,2024-01-02,France
1001,Keyboard,Electronics,29.65,1,2024-01-02,France
1003,Laptop,Electronics,827.52,2,2024-01-03,Germany
1008,Notebook,Stationery,3.58,5,2024-01-06,France
1006,Chair,Furniture,59.77,2,2024-01-04,Italy
1010,Backpack,Accessories,38.3,2,2024-01-07,Italy
1006,Chair,Furniture,55.45,1,2024-01-04,Italy
1002,Mouse,Electronics,19.54,2,2024-01-02,France
1003,Laptop,Electronics,833.21,2,2024-01-03,Germany
1010,Backpack,Accessories,40.42,1,2024-01-07,Italy
1005,Desk,Furniture,93.76,2,2024-01-04,France
1009,Pencil,Stationery,1.0,10,2024-01-06,Spain
1009,Pencil,Stationery,1.01,10,2024-01-06,Spain
1009,Pencil,Stationery,0.95,11,2024-01-06,Spain
1009,Pencil,Stationery,1.0,9,2024-01-06,Spain
1005,Desk,Furniture,100.28,1,2024-01-04,France
1002,Mouse,Electronics,18.85,2,2024-01-02,France
1003,Laptop,Electronics,813.29,1,2024-01-03,Germany
1007,Headphones,Electronics,51.39,1,2024-01-05,Germany
1004,Monitor,Electronics,158.11,1,2024-01-03,Spain
1001,Keyboard,Electronics,31.57,2,2024-01-02,France
1006,Chair,Furniture,55.86,1,2024-01-04,Italy
1006,Chair,Furniture,57.18,3,2024-01-04,Italy
1008,Notebook,Stationery,3.59,5,2024-01-06,France
1002,Mouse,Electronics,20.5,1,2024-01-02,France
1003,Laptop,Electronics,819.58,1,2024-01-03,Germany
1009,Pencil,Stationery,1.18,11,2024-01-06,Spain
1008,Notebook,Stationery,3.6,5,2024-01-06,France
1007,Headphones,Electronics,52.83,2,2024-01-05,Germany
1009,Pencil,Stationery,1.04,10,2024-01-06,Spain
1009,Pencil,Stationery,1.02,10,2024-01-06,Spain
1009,Pencil,Stationery,0.97,11,2024-01-06,Spain
1003,Laptop,Electronics,829.32,2,2024-01-03,Germany
1010,Backpack,Accessories,38.44,1,2024-01-07,Italy
1006,Chair,Furniture,59.28,1,2024-01-04,Italy
1001,Keyboard,Electronics,29.26,1,2024-01-02,France
1008,Notebook,Stationery,3.51,4,2024-01-06,France
1005,Desk,Furniture,111.56,2,2024-01-04,France
1002,Mouse,Electronics,18.12,1,2024-01-02,France
1009,Pencil,Stationery,1.02,11,2024-01-06,Spain
1002,Mouse,Electronics,18.38,1,2024-01-02,France
1008,Notebook,Stationery,3.42,3,2024-01-06,France
1004,Monitor,Electronics,158.16,1,2024-01-03,Spain
1002,Mouse,Electronics,20.05,1,2024-01-02,France
1008,Notebook,Stationery,3.31,5,2024-01-06,France
1009,Pencil,Stationery,0.95,9,2024-01-06,Spain
1009,Pencil,Stationery,1.02,11,2024-01-06,Spain
1006,Chair,Furniture,57.8,3,2024-01-04,Italy
1006,Chair,Furniture,60.64,2,2024-01-04,Italy
1008,Notebook,Stationery,3.51,3,2024-01-06,France
1009,Pencil,Stationery,0.96,9,2024-01-06,Spain
1010,Backpack,Accessories,44.28,1,2024-01-07,Italy
1007,Headphones,Electronics,51.57,2,2024-01-05,Germany
1008,Notebook,Stationery,3.15,3,2024-01-06,France
1004,Monitor,Electronics,151.39,2,2024-01-03,Spain
1008,Notebook,Stationery,3.38,4,2024-01-06,France
1010,Backpack,Accessories,41.69,2,2024-01-07,Italy
1007,Headphones,Electronics,48.01,1,2024-01-05,Germany
1010,Backpack,Accessories,39.76,2,2024-01-07,Italy
1002,Mouse,Electronics,20.49,2,2024-01-02,France
1007,Headphones,Electronics,52.15,1,2024-01-05,Germany
1007,Headphones,Electronics,46.99,1,2024-01-05,Germany
1002,Mouse,Electronics,19.66,2,2024-01-02,France
1001,Keyboard,Electronics,29.28,3,2024-01-02,France
1002,Mouse,Electronics,19.34,1,2024-01-02,France
1006,Chair,Furniture,65.29,1,2024-01-04,Italy
1007,Headphones,Electronics,51.0,2,2024-01-05,Germany
1006,Chair,Furniture,56.21,1,2024-01-04,Italy
1002,Mouse,Electronics,20.91,1,2024-01-02,France
1004,Monitor,Electronics,165.91,2,2024-01-03,Spain
1009,Pencil,Stationery,1.04,11,2024-01-06,Spain
1004,Monitor,Electronics,138.6,2,2024-01-03,Spain
1004,Monitor,Electronics,146.36,1,2024-01-03,Spain
1005,Desk,Furniture,106.32,1,2024-01-04,France
1006,Chair,Furniture,57.87,1,2024-01-04,Italy
1003,Laptop,Electronics,816.73,2,2024-01-03,Germany
1007,Headphones,Electronics,51.93,1,2024-01-05,Germany
1010,Backpack,Accessories,38.14,2,2024-01-07,Italy
1002,Mouse,Electronics,19.93,2,2024-01-02,France
1009,Pencil,Stationery,0.83,9,2024-01-06,Spain
1004,Monitor,Electronics,142.31,2,2024-01-03,Spain
1008,Notebook,Stationery,3.46,4,2024-01-06,France
1004,Monitor,Electronics,140.63,2,2024-01-03,Spain
1006,Chair,Furniture,64.89,3,2024-01-04,Italy
1002,Mouse,Electronics,18.56,1,2024-01-02,France
1001,Keyboard,Electronics,29.33,2,2024-01-02,France
1010,Backpack,Accessories,40.25,1,2024-01-07,Italy
1006,Chair,Furniture,64.31,3,2024-01-04,Italy
1006,Chair,Furniture,55.68,1,2024-01-04,Italy
1005,Desk,Furniture,105.81,1,2024-01-04,France
1004,Monitor,Electronics,150.07,1,2024-01-03,Spain
1003,Laptop,Electronics,759.79,1,2024-01-03,Germany
1007,Headphones,Electronics,51.15,2,2024-01-05,Germany
1009,Pencil,Stationery,1.0,11,2024-01-06,Spain
1008,Notebook,Stationery,3.39,4,2024-01-06,France
1001,Keyboard,Electronics,30.09,1,2024-01-02,France
1008,Notebook,Stationery,3.43,3,2024-01-06,France
1001,Keyboard,Electronics,30.16,2,2024-01-02,France
1007,Headphones,Electronics,51.64,1,2024-01-05,Germany
1002,Mouse,Electronics,21.58,1,2024-01-02,France
1001,Keyboard,Electronics,28.13,3,2024-01-02,France
1010,Backpack,Accessories,44.26,1,2024-01-07,Italy
1001,Keyboard,Electronics,27.06,1,2024-01-02,France
1009,Pencil,Stationery,0.98,10,2024-01-06,Spain
1009,Pencil,Stationery,1.02,11,2024-01-06,Spain
1004,Monitor,Electronics,152.1,1,2024-01-03,Spain
1010,Backpack,Accessories,38.74,2,2024-01-07,Italy
1001,Keyboard,Electronics,29.68,3,2024-01-02,France
1001,Keyboard,Electronics,29.25,2,2024-01-02,France
1001,Keyboard,Electronics,29.11,3,2024-01-02,France
1008,Notebook,Stationery,3.65,3,2024-01-06,France
1009,Pencil,Stationery,1.01,11,2024-01-06,Spain
1010,Backpack,Accessories,38.6,2,2024-01-07,Italy
1005,Desk,Furniture,104.49,1,2024-01-04,France
1004,Monitor,Electronics,152.29,2,2024-01-03,Spain
1001,Keyboard,Electronics,31.21,2,2024-01-02,France
1010,Backpack,Accessories,41.25,1,2024-01-07,Italy
1008,Notebook,Stationery,3.35,3,2024-01-06,France
1007,Headphones,Electronics,48.59,1,2024-01-05,Germany
1004,Monitor,Electronics,155.59,1,2024-01-03,Spain
1009,Pencil,Stationery,1.02,9,2024-01-06,Spain
1006,Chair,Furniture,59.93,2,2024-01-04,Italy
1009,Pencil,Stationery,1.0,11,2024-01-06,Spain
1001,Keyboard,Electronics,31.91,1,2024-01-02,France
1008,Notebook,Stationery,3.4,3,2024-01-06,France
1009,Pencil,Stationery,1.02,9,2024-01-06,Spain
1008,Notebook,Stationery,3.46,5,2024-01-06,France
1005,Desk,Furniture,98.9,1,2024-01-04,France
1001,Keyboard,Electronics,31.64,3,2024-01-02,France
1002,Mouse,Electronics,20.82,1,2024-01-02,France
1007,Headphones,Electronics,52.02,1,2024-01-05,Germany
1002,Mouse,Electronics,21.29,1,2024-01-02,France
1005,Desk,Furniture,100.1,2,2024-01-04,France
1008,Notebook,Stationery,3.62,3,2024-01-06,France
1003,Laptop,Electronics,786.6,1,2024-01-03,Germany
1010,Backpack,Accessories,40.64,1,2024-01-07,Italy
1007,Headphones,Electronics,49.66,1,2024-01-05,Germany
1008,Notebook,Stationery,3.52,3,2024-01-06,France
1006,Chair,Furniture,61.78,3,2024-01-04,Italy
1005,Desk,Furniture,95.9,1,2024-01-04,France
1005,Desk,Furniture,110.45,1,2024-01-04,France
1003,Laptop,Electronics,758.81,1,2024-01-03,Germany
1006,Chair,Furniture,56.35,3,2024-01-04,Italy
1003,Laptop,Electronics,845.27,2,2024-01-03,Germany
1006,Chair,Furniture,62.36,1,2024-01-04,Italy
1001,Keyboard,Electronics,30.93,3,2024-01-02,France
1002,Mouse,Electronics,20.62,1,2024-01-02,France
1003,Laptop,Electronics,798.51,1,2024-01-03,Germany
1009,Pencil,Stationery,0.95,9,2024-01-06,Spain
1007,Headphones,Electronics,50.18,1,2024-01-05,Germany
1005,Desk,Furniture,96.6,1,2024-01-04,France
1006,Chair,Furniture,62.91,1,2024-01-04,Italy
1005,Desk,Furniture,99.25,1,2024-01-04,France
1007,Headphones,Electronics,47.93,1,2024-01-05,Germany
1001,Keyboard,Electronics,29.51,1,2024-01-02,France
1005,Desk,Furniture,102.05,1,2024-01-04,France
1010,Backpack,Accessories,38.86,2,2024-01-07,Italy
1006,Chair,Furniture,57.52,2,2024-01-04,Italy
1006,Chair,Furniture,60.72,1,2024-01-04,Italy
1010,Backpack,Accessories,40.48,1,2024-01-07,Italy
1010,Backpack,Accessories,38.98,1,2024-01-07,Italy
1009,Pencil,Stationery,0.97,9,2024-01-06,Spain
1007,Headphones,Electronics,50.57,1,2024-01-05,Germany
1009,Pencil,Stationery,0.92,9,2024-01-06,Spain
1002,Mouse,Electronics,18.58,2,2024-01-02,France
1004,Monitor,Electronics,144.6,1,2024-01-03,Spain
1008,Notebook,Stationery,3.46,4,2024-01-06,France
1008,Notebook,Stationery,3.55,5,2024-01-06,France
1002,Mouse,Electronics,21.46,2,2024-01-02,France
1003,Laptop,Electronics,833.26,1,2024-01-03,Germany
1004,Monitor,Electronics,148.79,1,2024-01-03,Spain
1007,Headphones,Electronics,49.94,1,2024-01-05,Germany
1002,Mouse,Electronics,18.99,1,2024-01-02,France
1005,Desk,Furniture,99.9,1,2024-01-04,France
1009,Pencil,Stationery,0.98,10,2024-01-06,Spain
1009,Pencil,Stationery,1.01,9,2024-01-06,Spain
1004,Monitor,Electronics,143.79,2,2024-01-03,Spain
1004,Monitor,Electronics,153.88,1,2024-01-03,Spain
1008,Notebook,Stationery,3.77,5,2024-01-06,France
1007,Headphones,Electronics,49.72,1,2024-01-05,Germany
1003,Laptop,Electronics,815.05,1,2024-01-03,Germany
1007,Headphones,Electronics,51.72,2,2024-01-05,Germany
1010,Backpack,Accessories,39.19,1,2024-01-07,Italy
1003,Laptop,Electronics,807.95,1,2024-01-03,Germany
1004,Monitor,Electronics,150.08,1,2024-01-03,Spain
1006,Chair,Furniture,60.28,2,2024-01-04,Italy
1003,Laptop,Electronics,768.12,1,2024-01-03,Germany
1009,Pencil,Stationery,0.99,9,2024-01-06,Spain
1010,Backpack,Accessories,40.99,2,2024-01-07,Italy
1007,Headphones,Electronics,53.62,1,2024-01-05,Germany
1007,Headphones,Electronics,52.39,1,2024-01-05,Germany
1006,Chair,Furniture,66.45,1,2024-01-04,Italy
1006,Chair,Furniture,57.69,2,2024-01-04,Italy
1010,Backpack,Accessories,41.73,1,2024-01-07,Italy
1007,Headphones,Electronics,50.45,2,2024-01-05,Germany
1004,Monitor,Electronics,166.41,1,2024-01-03,Spain
1004,Monitor,Electronics,143.93,1,2024-01-03,Spain
1004,Monitor,Electronics,143.69,2,2024-01-03,Spain
1010,Backpack,Accessories,38.79,2,2024-01-07,Italy
1010,Backpack,Accessories,35.74,2,2024-01-07,Italy
1008,Notebook,Stationery,3.41,5,2024-01-06,France
1006,Chair,Furniture,57.71,1,2024-01-04,Italy
1008,Notebook,Stationery,3.53,4,2024-01-06,France
1010,Backpack,Accessories,40.67,2,2024-01-07,Italy
1002,Mouse,Electronics,21.87,2,2024-01-02,France
1004,Monitor,Electronics,157.12,1,2024-01-03,Spain
1007,Headphones,Electronics,48.55,1,2024-01-05,Germany
1004,Monitor,Electronics,143.25,2,2024-01-03,Spain
1007,Headphones,Electronics,51.22,1,2024-01-05,Germany
1005,Desk,Furniture,93.39,1,2024-01-04,France
1002,Mouse,Electronics,21.82,1,2024-01-02,France
1008,Notebook,Stationery,3.71,3,2024-01-06,France
1004,Monitor,Electronics,146.47,2,2024-01-03,Spain
1006,Chair,Furniture,54.85,3,2024-01-04,Italy
1002,Mouse,Electronics,21.34,1,2024-01-02,France
1002,Mouse,Electronics,19.88,1,2024-01-02,France
1003,Laptop,Electronics,848.45,1,2024-01-03,Germany
1009,Pencil,Stationery,0.91,10,2024-01-06,Spain
1007,Headphones,Electronics,48.49,1,2024-01-05,Germany
1007,Headphones,Electronics,50.0,2,2024-01-05,Germany
1009,Pencil,Stationery,0.99,10,2024-01-06,Spain
1007,Headphones,Electronics,48.87,2,2024-01-05,Germany
1001,Keyboard,Electronics,30.92,3,2024-01-02,France
1003,Laptop,Electronics,756.35,2,2024-01-03,Germany
1010,Backpack,Accessories,39.71,2,2024-01-07,Italy
1001,Keyboard,Electronics,30.17,2,2024-01-02,France
1009,Pencil,Stationery,1.02,9,2024-01-06,Spain
1008,Notebook,Stationery,3.62,3,2024-01-06,France
1005,Desk,Furniture,94.37,1,2024-01-04,France
1002,Mouse,Electronics,18.46,1,2024-01-02,France
1004,Monitor,Electronics,159.57,1,2024-01-03,Spain
1005,Desk,Furniture,101.65,1,2024-01-04,France
1001,Keyboard,Electronics,28.87,2,2024-01-02,France
1008,Notebook,Stationery,3.77,4,2024-01-06,France
1002,Mouse,Electronics,20.11,1,2024-01-02,France
1004,Monitor,Electronics,158.83,1,2024-01-03,Spain
1009,Pencil,Stationery,0.99,9,2024-01-06,Spain
1003,Laptop,Electronics,881.33,2,2024-01-03,Germany
1008,Notebook,Stationery,3.81,4,2024-01-06,France
1004,Monitor,Electronics,148.12,2,2024-01-03,Spain
1006,Chair,Furniture,62.9,2,2024-01-04,Italy
1007,Headphones,Electronics,51.6,1,2024-01-05,Germany
1007,Headphones,Electronics,53.41,1,2024-01-05,Germany
1004,Monitor,Electronics,142.75,1,2024-01-03,Spain
1009,Pencil,Stationery,1.02,11,2024-01-06,Spain
1007,Headphones,Electronics,52.64,1,2024-01-05,Germany
1001,Keyboard,Electronics,27.35,1,2024-01-02,France
1003,Laptop,Electronics,751.73,1,2024-01-03,Germany
1002,Mouse,Electronics,17.95,1,2024-01-02,France
1008,Notebook,Stationery,3.45,4,2024-01-06,France
1005,Desk,Furniture,103.58,2,2024-01-04,France
1004,Monitor,Electronics,161.26,1,2024-01-03,Spain
1008,Notebook,Stationery,3.51,4,2024-01-06,France
1005,Desk,Furniture,108.13,2,2024-01-04,France
1002,Mouse,Electronics,18.61,2,2024-01-02,France
1003,Laptop,Electronics,730.95,2,2024-01-03,Germany
1004,Monitor,Electronics,149.57,2,2024-01-03,Spain
1003,Laptop,Electronics,814.34,1,2024-01-03,Germany
1010,Backpack,Accessories,39.92,1,2024-01-07,Italy
1009,Pencil,Stationery,0.89,10,2024-01-06,Spain
1009,Pencil,Stationery,0.99,9,2024-01-06,Spain
1002,Mouse,Electronics,18.69,1,2024-01-02,France
1001,Keyboard,Electronics,30.99,1,2024-01-02,France
1006,Chair,Furniture,61.09,3,2024-01-04,Italy
1003,Laptop,Electronics,761.45,2,2024-01-03,Germany
1002,Mouse,Electronics,19.48,1,2024-01-02,France
1009,Pencil,Stationery,0.94,9,2024-01-06,Spain
1008,Notebook,Stationery,3.49,4,2024-01-06,France
1004,Monitor,Electronics,157.15,1,2024-01-03,Spain
1002,Mouse,Electronics,19.0,1,2024-01-02,France
1007,Headphones,Electronics,51.25,2,2024-01-05,Germany
1010,Backpack,Accessories,38.93,2,2024-01-07,Italy
1008,Notebook,Stationery,3.36,5,2024-01-06,France
1002,Mouse,Electronics,19.88,2,2024-01-02,France
1007,Headphones,Electronics,47.4,1,2024-01-05,Germany
1006,Chair,Furniture,58.33,3,2024-01-04,Italy
1005,Desk,Furniture,94.0,2,2024-01-04,France
1002,Mouse,Electronics,21.95,2,2024-01-02,France
1008,Notebook,Stationery,3.51,5,2024-01-06,France
1004,Monitor,Electronics,144.74,1,2024-01-03,Spain
1010,Backpack,Accessories,40.42,1,2024-01-07,Italy
1001,Keyboard,Electronics,29.82,2,2024-01-02,France
1010,Backpack,Accessories,39.55,2,2024-01-07,Italy
1007,Headphones,Electronics,51.53,1,2024-01-05,Germany
1010,Backpack,Accessories,41.5,1,2024-01-07,Italy
1003,Laptop,Electronics,777.81,1,2024-01-03,Germany
1009,Pencil,Stationery,0.96,11,2024-01-06,Spain
1004,Monitor,Electronics,147.93,2,2024-01-03,Spain
1002,Mouse,Electronics,17.69,1,2024-01-02,France
1003,Laptop,Electronics,738.47,1,2024-01-03,Germany
1009,Pencil,Stationery,1.06,9,2024-01-06,Spain
1009,Pencil,Stationery,1.07,10,2024-01-06,Spain
1002,Mouse,Electronics,19.74,1,2024-01-02,France
1008,Notebook,Stationery,3.6,5,2024-01-06,France
1010,Backpack,Accessories,40.61,1,2024-01-07,Italy
